name,full_name,dob,age,height,weight,eye_color,hair_color,zodiac_sign,hometown,nationality,education_qualification,religion,food_habit,hobbies,marital_status,salary,net_worth,image_path
Sidhant Gupta,Sidhant Gupta,23 April 1989,,183 cm,77 kg,Brown,Black,Taurus,Jammu & Kashmir_India,Indian ,Not Known,Hindu,,Travelling and gymming,Unmarried,,,images/Sidhant_Gupta.jpg
Sai Tamhankar,Sai Tamhankar,25 June 1986,,170 cm,60 kg,Brown,Black,Cancer,Sangli_Maharashtra,Indian,Graduate,Hinduism,Vegetarian,,Married,,,images/Sai_Tamhankar.jpg
Sanjeeda Sheikh,Sanjeeda Sheikh,20 December 1984,,163 cm,52 Kg,Grey,Black,Sagittarius,Ahmedabad_Gujarat_India,Indian,Bachelor of Arts,Islam,,Dancing and cooking,Married ,Not Known,Not Known,images/Sanjeeda_Sheikh.jpg
Sandhya Mridul,Sandhya Mridul,28 March 1975,,165 cm,52 kg,Black,Black,Aries,Mumbai_Maharashtra_India,Indian,"Graduation in Mathematics,
Post Graduation in Marketing",Hinduism,,Reading_Travelling,Unmarried,,,images/Sandhya_Mridul.jpg
Sandeepa Dhar,Sandeepa Dhar,2 February 1989,,165 cm,58 Kg,Light Brown,Brown,Aquarius,Not Known,Indian,Graduate (Advertising),Hindu,,Dancing_Cooking food for a large gathering,Unmarried,Not Known,Not Known,images/Sandeepa_Dhar.jpg
Sandhya Mehta,Sandhya Mehta,Not Known,,-165 cm,-60 kg,Dark Brown,Black,Not Known,Maharashtra_India,Indian,,Hinduism,,Shopping,Unmarried,,,images/Sandhya_Mehta.jpg
Shreyas Talpade,Shreyas Talpade,27 January 1976,,170 cm,71 kg,Black,Black,Capricorn,Mumbai_Maharashtra_India,Indian ,Graduate,Hinduism,,Travelling_Watching TV,Married,,,images/Shreyas_Talpade.jpg
Shekhar Suman,Shekhar Suman,"7 December 1962 ,
",,173 cm,66 kg,Black,Black,Sagittarius,Kadam Kuan_Patna_Bihar_India,Indian ," Graduate in History,
",Hindu,,Power Yoga_exercise and Singing,Married,4 Lacs/ episode (INR),20 Crore (INR),images/Shekhar_Suman.jpg
Shatrughan Sinha,Shatrughan Sinha,9 December 1945,,183 cm,86 kg,Light Brown,Black,Sagittarius,Patna_Bihar,Indian,Course in Acting,Hinduism,,Listening to Music_Practising Yoga,Married,,INR 131 Crore (as in 2014),images/Shatrughan_Sinha.jpg
Shashi Kapoor,Shashi Kapoor,18 March 1938,,175 cm,85 kg,Dark Brown,White,Pisces,Mumbai_Maharashtra_India,Indian,School Dropout,Hinduism,,Playing musical instruments_Listening to music_Watching movies,Widower,,₹500 Crore,images/Shashi_Kapoor.jpg
Sharman Joshi,Sharman Joshi,28 April 1979 ,,178 cm,68 kg,Black,Black,Taurus,Mumbai_Maharashtra_India,Indian ,Not Known,Hindu,,Travelling_watching movies_reading and playing sports,Married,Not Known,$15 million,images/Sharman_Joshi.jpg
Sharad Kelkar,Sharad Kelkar,7 October 1976 ,,185 cm,81 kg,Black,Black,Libra,Gwalior_Madhya Pradesh_India,Indian ,MBA and Graduate in Physical Education,Hindu,,Playing basketball_Judo and cricket,Married,Not Known,Not Known,images/Sharad_Kelkar.jpg
Shankar Mahadevan,Shankar Mahadevan,3 March 1967,, 168 cm, 80 kg, Black,Black,Pisces,Mumbai_Maharashtra,Indian ,Software Engineering,Hinduism,,Travelling,Married,,,images/Shankar_Mahadevan.jpg
Sanaya Irani,Sanaya Irani,17 September 1983 ,,165 cm,50 Kg,Brown,Black,Virgo,Mumbai_Maharashtra_India,Indian,Not Known,"Zoroastrianism,
",,Shopping_dancing_traveling and sleeping,Married,Not Known,Not Known,images/Sanaya_Irani.jpg
Sagarika Ghatge,Sagarika Ghatge,8 January 1986,,170 cm,56 kg,Hazel-Grey,Black,Capricorn,Ajmer_Rajasthan_India,Indian,Not Known,Hinduism,,Reading_Travelling,Married,,,images/Sagarika_Ghatge.jpg
Shammi Kapoor,Shamsher Raj Kapoor,21 October 1931,,180 cm,80 kg,Brown,Black,Libra,Kolkata (India),Indian ,Matric ,Hinduism,Non-Vegetarian,Playing musical instruments,Married,,Not Known,images/Shammi_Kapoor.jpg
Sadhana Sargam,Sadhana Sargam,7 March 1969,,160 cm,65 kg,Black,Black,Pisces,Dabhol_Maharashtra_India, Indian,Not Known,Hinduism,,Singing_Reading & Cooking,Unmarried, 10 Lacs/song (INR),5-6 crore (INR),images/Sadhana_Sargam.jpg
Roopa Ganguly,Roopa Ganguly,25 November 1966 (Frirday),,163 cm,,Black,Black,Sagittarius,Kalyani_Kolkata_West Bengal_India,Indian,Bachelor of Science,Hinduism,,Reading Novels_Listening to Music,Divorced,,,images/Roopa_Ganguly.jpg
Rucha Gujarathi,Rucha Gujarathi,24 January 1986,,161 cm,50 kg,Brown,Black,Aquarius ,Mumbai_Maharashtra_India,Indian,"Course in Pathology,
Diploma in Bharatnatyam",Hindu,,Swimming_dancing_gymming,Married ,,,images/Rucha_Gujarathi.jpg
Sayaji Shinde,Sayaji Shinde,13 January 1959,,170 cm,65 kg,Dark Brown,Black,Capricorn,Satara_Maharashtra_India,Indian,Bachelor of Arts,Hinduism,,Reading,Married,,,images/Sayaji_Shinde.jpg
Roshni Chopra,Roshni Chopra,2 November 1980,, 168 cm, 56 kg,,,Scorpio,Mumbai_Maharashtra_India,Indian,,Hinduism,,Doing Yoga,Married,,,images/Roshni_Chopra.jpg
Satish Shah,Satish Ravilal Shah,25 June 1951,,178 cm,90 kg,Black,Grey,Cancer,Mandvi_Kutch_Gujarat, Indian,Not Known,Hinduism,,,Married,,₹5.5 Crore,images/Satish_Shah.jpg
Sarfaraz Khan,Sarfaraz Khan,27 October 1997,,165 cm,64 kg,Black,Black,Scorpio,Mumbai_Maharashtra_India,Indian,Not Known,Islam,,Listening music,Unmarried,Not Known,Not Known,images/Sarfaraz_Khan.jpg
Roma Arora,Roma Arora,15 September,,165 cm,55 kg,Dark Brown,Black,Virgo ,Delhi_India,Indian,B.H.M.S,Hinduism,,Travelling_Listening to Music_Dancing,Unmarried,,,
Sathyaraj (Kattappa),Sathyaraj (Kattappa),3 October 1954,,183 cm,85 kg,Dark Brown,Salt & Pepper (Semi-bald),Libra,Coimbatore_Tamil Nadu_India,Indian ,Bachelor Degree in Botany,Hinduism,,,Married ,40-50 lakh/film (INR),,images/Sathyaraj_(Kattappa).jpg
"Santhanam Height,","Santhanam Height,",21 January 1980,, 170 cm, 63 kg ,Brown,Black,Aquarius,Pozhichalur_Chennai_Tamil Nadu_India,Indian,,Hinduism,,Singing,Married,,,"images/Santhanam_Height,.jpg"
Sarath Kumar,Ramanathan Sarath Kumar,14 July 1954,,177 cm,70 kg,Brown,Black,Cancer,Thalakavur_Sivaganga_Chennai,Indian,BSc. (Mathematics),Hinduism,,Reading Books_Doing Workout_Playing Football,Married,,$20 Million,images/Sarath_Kumar.jpg
Sanjay Khan,Sanjay Khan,3 January 1941,,180 cm,85 kg,Dark brown,Salt and pepper (Dyed black),Capricorn ,Banglore_India,Indian,High school graduate,Islam,,Horse riding_reading_collecting cars and travelling,Married,,,images/Sanjay_Khan.jpg
Sanjay Suri,Sanjay Suri,6 April 1971,, 175 cm, 73 kg ,Brown,Dark Brown,Aries,Srinagar_Jammu & Kashmir_India,Indian,,Hinduism,,Travelling_photography,Married,,,images/Sanjay_Suri.jpg
Rituparna Sengupta,Rituparna Sengupta,7 November 1971,,165 cm,65 kg,Dark Brown,Black,Scorpio,Kolkata_West Bengal_India,Indian,"Graduated in History , Master of Arts",Hindusim,,Dancing_Painting_Playing Bedminton,Married,,,images/Rituparna_Sengupta.jpg
Rita Bhaduri,Rita Bhaduri,4 November 1955 ,,155 cm,55 kg,Black,Salt & Pepper,Scorpio,Lucknow_Uttar Pradesh_India,Indian,An FTII Course,Hinduism,Non-vegetarian,Cooking_Dancing,Not Known,,,images/Rita_Bhaduri.jpg
Sanjay Kapoor,Sanjay Kapoor,17 October 1960,,175 cm,70 kg,Dark Brown,Black,Libra,Mumbai_Maharashtra_India,Indian,Not Known,Hinduism,,Doing Yoga_Travelling_Listening to Music,Married ,Not Known,Not Known,images/Sanjay_Kapoor.jpg
Riya Sen,Riya Sen Dev Varma,24 January 1981,,155 cm,50 kg,Dark Brown,Black,Aquarius,Kolkata_West Bengal_India,Indian,"• Graduate,
• Course in Fashion Designing",Hinduism,Non-Vegetarian,Swimming_Doing Yoga_Listening to Music_Dancing_Painiting,Married,,,images/Riya_Sen.jpg
Richa Sharma,Richa Sharma,29 August 1980,,163 cm,78 kg,Dark Brown,Black,Virgo,Faridabad_Haryana_India,Indian ,Diploma in Music,Hinduism,,Listening Music_Travelling,Unmarried,,,images/Richa_Sharma.jpg
Sanjay Dutt,Sanjay Balraj Dutt,29 July 1959,,183 cm,85 kg,Dark Brown,Salt & Pepper,Leo,Mumbai_Maharashtra_India,Indian,Not Known,Hinduism,Non-Vegetarian,Playing the Guitar_Photography_Cooking_Doing Workouts_Horse Riding,Married,₹5-6 Crore/Film,₹65 Crore (as in 2014),images/Sanjay_Dutt.jpg
Richa Gangopadhyay,Richa Gangopadhyay,20 March 1986,, 170 cm, 55 kg,Brown,Black,Pisces,Northville_Michigan_United States,American,,Hindu,,Dancing_listening music_reading books,Unmarried,,,images/Richa_Gangopadhyay.jpg
Rinke Khanna,Rinke Khanna,,,,,,,,,,,,,,,,,images/Rinke_Khanna.jpg
Rima Kallingal,Rima Kallingal,19 January 1984,, 163 cm, 54 kg,Brown,Black,Capricorn,Thrissur_Kerala_India,Indian,,Hindu,,Dancing,Married,,,images/Rima_Kallingal.jpg
Rimi Sen,Rimi Sen,21 September 1981,,165 cm,60 Kg,Dark Brown,Light Brown,Virgo,Kolkata_West Bengal_India,Indian,Bachelor of Commerce ,Hinduism,,Power yoga ,Unmarried ,Not Known,Not Known,images/Rimi_Sen.jpg
Rimi Tomy,Rimi Tomy,22 September 1983,,165 cm,60 kg,Black,Black,Virgo,Pala_Kottayam (Kerala),Indian ,,Christian,,Singing_Travelling_Shopping_and Listening to Music,Married,,Not Known,images/Rimi_Tomy.jpg
Rhea Chakraborty,Rhea Chakraborty,1 July 1992,,170 cm,50 kg,Dark Brown,Black,Cancer,Bangalore_India,India,Not Known,Hinduism,,Partying_Shopping,Unmarried,,,images/Rhea_Chakraborty.jpg
Sandeep Kulkarni,Sandeep Kulkarni,16 November ,,,70 kg,Brown,Black,Scorpio,Pune_Maharashtra,Indian,Bachelor of Fine Arts,Hinduism,,Painting_Travelling,Married,,,images/Sandeep_Kulkarni.jpg
Renuka Shahane,Renuka Shahane,27 March 1965 ,,165 cm,65 kg,Brown,Black,Aries,Maharashtra_India,Indian,"Bachelors of Arts in Psychology Major,
Post graduation in Clinical Psychology",Hinduism,,Watching TV_Cooking,Married,,,images/Renuka_Shahane.jpg
Revathi Pillai,Revathi Pillai,5 June 2002, 17 Years,165 cm,,Black,Black,Gemini,Thane_Maharashtra_India,Indian,12th Standard,Hinduism,,Singing and Cooking,Unmarried,,,images/Revathi_Pillai.jpg
Sai Dharam,Sai Dharam Tej,15 October 1986,,-180 cm,-70 kg,Brown,Black,Libra,Hyderabad_Telangana_India,Indian,,Hinduism,,Playing cricket_Travelling,Unmarried,,,images/Sai_Dharam.jpg
Sajid Khan,Sajid Khan,23 November 1970,,178 cm,87 kg,Black,Black,Sagittarius,Mumbai_Maharashtra_India,Indian,Graduate,Islam,,Watching movies_Cracking jokes,Unmarried,,,images/Sajid_Khan.jpg
Salim Khan,Abdul Salim Khan ,25 November 1936 ,,175 cm,80 kg,Light Brown,Salt & pepper,Sagittarius,Indore_Madhya Pradesh_India,Indian,M.A.,Islam,,Watching Cricket_Reading,Married,,$20 Million,images/Salim_Khan.jpg
Samir Soni,Samir Soni,29 September 1970 ,,175 cm,75 kg,Brown,Black,Libra,Delhi_India,Indian,Graduate,Hinduism,,Reading_Writing_Watching Movies_Travelling,Married,,,images/Samir_Soni.jpg
Saeed Jaffrey,Saeed Jaffrey,,,,,,,,,,,,,,,,,images/Saeed_Jaffrey.jpg
Sahil Khan,Sahil Khan,5 November 1976,,178 cm,90 kg,Hazel,Black,Scorpio,Kolkata_West Bengal_India,Indian ,Not Known,Islam,,Travelling,Divorced,Not Known,Not Known,images/Sahil_Khan.jpg
Sahil Shroff,Sahil Shroff,13 April,,183 cm,80 kg,Dark Brown,Black,Aries,Melbourne_Victoria_Australia,Australian,Masters in Information Technology,Hinduism,,Playing outdoor sports_Watching Movies_Playing Guitar_Reading_Practicing Martial Arts,Unmarried,,,images/Sahil_Shroff.jpg
Sachin Pilgaonkar,Sachin Pilgaonkar,12 August 1957,, 165 cm, 67 kg,Dark Brown,Black,Leo,Mumbai_Maharashtra_India,Indian,Not Known,Hinduism,,Dancing_singing,Married,,,images/Sachin_Pilgaonkar.jpg
Sachin Khedekar,Sachin Khedekar,14 May 1965,,178 cm,79 kg,Dark Brown,White,Taurus,Mumbai_Maharashtra,Indian,Not Known,Hinduism,,,Married,,,images/Sachin_Khedekar.jpg
Regina Cassandra,Regina Cassandra,13 December 1990,,168 cm,56 kg,Brown,Black,Sagittarius,Chennai_Tamil Nadu_India,Indian,Bachelor of Science in Psychology,Christian ,"Vegetarian (earlier, she was non-vegetarian)",Reading romantic novels,Unmarried,₹1.5 crore/film,Not Known,images/Regina_Cassandra.jpg
Rekha (Actress),Rekha (Actress),10 October 1954,,168 cm,60 kg,Brown,Black,Libra,Chennai_Tamil Nadu_India,Indian ,Not Known,Hinduism,,Writing Poetry_Doing Yoga_Making Charcoal Sketches,Divorced,,$30 million,images/Rekha_(Actress).jpg
Rati Pandey,Rati Pandey,11 September 1982,,173 cm,55 kg,Brown,Black,Virgo,Delhi_India,Indian,Bachelor of Commerce (Economic Honours),Hinduism,,Singing_Dancing_Crafting_Gardening_Watching movies_Horse Riding,Unmarried,,,images/Rati_Pandey.jpg
Reema Lagoo,Reema Lagoo,21 June 1958,,161 cm,65 kg,Hazel Grey,Black,Gemini,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,,Reading novels & biographies_cooking,Separated ,,,images/Reema_Lagoo.jpg
Rashmika Mandanna,Rashmika Mandanna,5 April 1996 (Friday),,168 cm,,Dark Brown,Black,Aries,Virajpet (Virajapete)_Kodagu_Karnataka,Indian,"Graduation in Psychology, Journalism, and English Literature",,,Travelling_Gymming,Unmarried,,,images/Rashmika_Mandanna.jpg
Rashmi Agdekar,Rashmi Agdekar,29 July,,158 cm,50 kg,Black,Black,Leo,Mumbai_Maharashtra_India,Indian,,Hinduism,,Travelling_Reading,Unmarried,,,images/Rashmi_Agdekar.jpg
Rati Agnihotri,Rati Agnihotri,10 December 1960,, 165 cm, 72 kg,Brown,Black,Sagittarius,Bareilly_Uttar Pradesh_India,Indian,,Hinduism,,Dancing,Divorced,,,images/Rati_Agnihotri.jpg
Reena Roy,Reena Roy,7 January 1957,,160 cm,85 kg,Black,Black,Capricorn,Mumbai_India,Indian,,Islam,,Reading_Travelling,Divorced,,,images/Reena_Roy.jpg
Ratan Rajput,Ratan Rajput,20 April 1987,, 160 cm, 51 kg,Brown,Black,Aries,Patna_Bihar_India,Indian,,Hindu,,Yoga,Unmarried,,,images/Ratan_Rajput.jpg
Ronit Roy,Ronit Roy,"11 October 1965 ,
",,173 cm,75 kg,Brown,Black,Libra, Ahmedabad_Gujarat,Indian ,Hotel management,Hindu,,Internet surfing and learning new things,Married,1.25 lacs /episode (INR),Not Known,images/Ronit_Roy.jpg
Rohit Roy,Rohit Roy,5 April 1968,, 178 cm, 75 kg,,,Aries,Ahmedabad_Gujarat_India,Indian,,Hinduism,,Dancing_Playing Cricket_Watching Films,Married,,,images/Rohit_Roy.jpg
Rishi Kapoor,Rishi Raj Kapoor,4 September 1952,,173 cm,90 kg,Dark Brown,Black,Virgo,Mumbai_Maharashtra_India,Indian,8th Fail,Hinduism,Non-Vegetarian,Collecting Sweaters ,Married,,₹ 275 Crore ($40 million),images/Rishi_Kapoor.jpg
Raza Murad,Raza Murad,23 November 1950,, 191 cm, 98 kg,Brown,Salt & Pepper,Sagittarius,Rampur_Uttar Pradesh_India,Indian,,Islam,,Singing,Married,,,images/Raza_Murad.jpg
Riteish Deshmukh,Riteish Vilasrao Deshmukh,17 December 1978,,180 cm,75 kg,Dark Brown,Black,Sagittarius,Mumbai_Maharashtra_India,Indian,Degree in Architecture,Hinduism,Non-Vegetarian,Playing Cricket_Singing,Married,₹4-5 crore/film ,$30 million,images/Riteish_Deshmukh.jpg
Ravichandran Ashwin,Ravichandran Ashwin,17 September 1986,,188 cm,75 kg,Black,Black,Virgo,Chennai_Tamil Nadu_India,Indian,B.Tech in Information Technology (IT) ,Hinduism,,Reading_Watching movies_tennis_basket ball & football,Married," ₹5 crore ,
, ₹15 lakh ,
, ₹6 lakh ,
, ₹3 lakh,
, ₹7.6 crore",,images/Ravichandran_Ashwin.jpg
Riyaz Khan,Riyaz Khan,9 September 1972,, 170 cm, 75 kg,Brown,Black,Virgo,Chennai_Tamil Nadu_India,Indian,Not Known,Islam,,Not Known,Married,,,images/Riyaz_Khan.jpg
Ravi Shankar,Ravi Shankar,"Year, 1986",,,,,,,Mumbai_India,Indian,,Hinduism,,,Unmarried,,,images/Ravi_Shankar.jpg
Ravi Teja,Ravi Teja,26 January 1968,,178 cm,70 kg,Brown,Black,Aquarius,Vijayawada_Andhra Pradesh_India,Indian ,Bachelor of Arts,Hindu,,Watching films and Travelling,Married,7 Crore/film (INR),60 Crore (INR),images/Ravi_Teja.jpg
Ravi Kishan,Ravi Kishan Shukla,17 July 1971,,178 cm,80 kg,Brown,Black,Cancer,Barain_Jaunpur_Uttar Pradesh_India,Indian ,B.Com,Hinduism,,Dancing,Married,20-30 Lakh/film (INR),Rs. 14 Crore (as in 2014),images/Ravi_Kishan.jpg
Ranvir Shorey,Ranvir Shorey,18 August 1972,, 183 cm, 78 kg,,,Leo,Jalandhar_Punjab_India,Indian,,Hindu,,Not Known,Married,,,images/Ranvir_Shorey.jpg
Randhir Kapoor,Randhir Kapoor,15 February 1947,,178 cm,90 kg,Hazel,Salt & pepper,Aquarius,Mumbai_India, Indian,High school graduate,Hinduism,,,Married,,$30 million,images/Randhir_Kapoor.jpg
Randeep Hooda,Randeep Singh Hooda,20 August 1976,,180 cm,,Dark Brown,Black,Leo,Rohtak_Haryana_India,Indian,MBA in Human Resource Management and Marketing ,Hinduism,Non-Vegetarian,Doing Wildlife Photography_Playing Polo & Show Jumping_Listening To Instrumental Music_Travelling_Doing Workout_Horse-Riding,Unmarried,₹3-4 Crore/film,₹68 Crore ($10 Million),images/Randeep_Hooda.jpg
Ramya Krishnan,Ramya Krishnan,15 September 1970,, 165 cm, 65 kg,Black,Black,Virgo,Chennai_Tamil Nadu_India,Indian,,Hinduism,,Dancing,Married,,,images/Ramya_Krishnan.jpg
Ranjeet (Actor),Ranjeet (Actor),12 November 1946,,175 cm,74 kg,Black,Black,Scorpio,Jandiala Guru_Amritsar_Punjab,Indian ,Bachelor of Arts,Hinduism,,Not Known,Married,,,images/Ranjeet_(Actor).jpg
Ramya Sri,Ramya Sri,15 August 1977,, 165 cm, 57 kg,Brown,Black,Leo,Visakhapatnam_Andhra Pradesh_India,Indian,,Hinduism,,Writing,Unmarried,,,images/Ramya_Sri.jpg
Rani Mukerji,Rani Mukerji,21 March 1978,,160 cm,58 Kg,Brown,Brown,Aries,Kolkata_India,Indian,Graduate,Hinduism,,Dancing,Married,2-3 Crores/film (INR),$25 million,images/Rani_Mukerji.jpg
Rajini Chandy,Rajini Chandy,18 July 1951 (Wednesday), 68 Years,165 cm,,Black,Salt & Pepper,Cancer,Kochi_Kerala,Indian,Graduation ,,Non-Vegetarian ,Gardening_Painting_and Watching Movies,Married,,,images/Rajini_Chandy.jpg
Raashi Khanna,Raashi Khanna,30 November 1990 ,,168 cm,57 kg,Dark Brown,Black,Sagittarius,New Delhi_India,Indian,B.A. in English,Hinduism,,Singing_poetry_reading_travelling,Unmarried,25-30 Lakh/film (INR),Not Known,images/Raashi_Khanna.jpg
Rambha (Actress),Rambha (Actress),5 June 1976,, 168 cm, 65 kg,Brown,Black,Gemini,Vijayawada_Andhra Pradesh_India,Indian,,Hinduism,,Cooking_Gardening,Married,,,images/Rambha_(Actress).jpg
Rakul Preet,Rakul Preet,10 October 1990 ,,173 cm,-57 kg,Brown,Black,Libra,New Delhi_India ,Indian,Mathematics Hons.,Sikhism,Non-Vegetarian,Dancing_Playing Golf_Doing the Workout_Swimming,Unmarried,₹1-1.5 crore,,images/Rakul_Preet.jpg
Raima Sen,Raima Sen,7 November 1979,,165 cm,52 kg,Dark Brown,Black,Scorpio,Kolkata,Indian,Not Known,Hinduism,,Hanging out_Working out,Unmarried,,,images/Raima_Sen.jpg
Rakhi Sawant,Rakhi Sawant,25 November 1978,,160 cm,60 kg,Black,Black,Sagittarius,Mumbai_Maharashtra_India,Indian,Not Known,"She was born into a Hindu family, but she follows Christianity ",Non-Vegetarian,Dancing,Unmarried,₹10-12 lakhs (as in 2012),₹14 crore (as in 2014) ,images/Rakhi_Sawant.jpg
Ram Pothineni,Ram Pothineni,15 May 1988,, 173 cm, 65 kg ,Dark Brown,Black,Taurus,Hyderabad_Telangana_India,Indian,,Hinduism,,Watching TV_dancing,Unmarried,4 crore/film (INR),Not Known,images/Ram_Pothineni.jpg
Ragini Khanna,Ragini Khanna,9 December 1987,,160 cm,55 kg,Brown,Black,Sagittarius,Mumbai_Maharashtra_India,Indian,Post Graduate in Commerce,Hinduism,,Reading_Travelling,Married,,,images/Ragini_Khanna.jpg
Ramesh Deo,Ramesh Deo,30 January 1929,,172 cm,70 kg,Dark Brown,White,Aquarius,Kolhapur_Maharashtra., Indian,School Dropout,Hindu,,Reading,Married,,,images/Ramesh_Deo.jpg
Rajpal Yadav,Rajpal Yadav,16 March 1971,,161 cm,58 kg,Black,Black,Pisces,Shahjahanpur_Uttar Pradesh_India,Indian ,Theatre Course,Hindu,,Theatre,Married,50 Lacs/film (INR),Not Known,images/Rajpal_Yadav.jpg
Raju Srivastav,Raju Srivastav,25 December 1963,, 170 cm,70 kg,Dark Brown,Black,Capricorn,Kanpur_India,Indian,Not Known,Hinduism,,Dancing_Travelling,Married, 4-5 Lakh INR/Act,$2 Million,images/Raju_Srivastav.jpg
Rakesh Bedi,Rakesh Bedi,1 December 1954,,163 cm,80 kg ,Brown,Salt & Pepper,Sagittarius,New Delhi_India,Indian,,Hinduism,,Not Known,Married,,,images/Rakesh_Bedi.jpg
Rakesh Roshan,Rakesh Roshan,6 September 1949 ,,175 cm,85 kg,Hazel Green,N/A (Bald),Virgo,Mumbai_Maharashtra_India,Indian ,N/A,Hinduism,,cooking,Married,,Not Known,images/Rakesh_Roshan.jpg
Ram Kapoor,Ram Kapoor,1 September 1973,, 175 cm, 96 kg,,,Virgo,Usai_Maharashtra,Indian,,Hindu,,Swimming_Dancing,Married,1.25 lakh/episode (INR),Not Known,images/Ram_Kapoor.jpg
Rajiv Kanakala,Rajiv Kanakala,13 November,,175 cm,75 kg,Brown,Black,Scorpio,Hyderabad_Telangana_India,Indian,,Hinduism,,Reading books_Playing cricket,Married,,,images/Rajiv_Kanakala.jpg
Rajiv Kapoor,Rajiv Kapoor,25 August 1962,,170 cm,80 kg,Brown,Black,Virgo,Mumbai_India, Indian,"Not known,
",Hinduism,,,Divorced,,48346410.10 Rs.,images/Rajiv_Kapoor.jpg
Rajkumar Hirani,Rajkumar Hirani,20 November 1962,,175 cm,73 kg,Dark Brown,Salt & Pepper,Scorpio,Nagpur_Maharashtra,Indian,Course in Editing,Hinduism,,Reading,Married,,,images/Rajkumar_Hirani.jpg
Rajesh Khattar,Rajesh Khattar,24 September 1966 (Saturday),,175 cm,70 kg,Black,Black,Libra,Mumbai_Maharashtra,Indian,Graduation,Hinduism,"Non-Vegetarian,
",Travelling and Reading,Married,,,images/Rajesh_Khattar.jpg
Rajneesh Duggal,Rajneesh Duggal,19 November 1981,,188 cm,85 kg,Black,Black,Scorpio,Delhi_India,Indian,Graduate (B.B.A.),Hindu,,Swimming,Married,Not Known,Not Known,images/Rajneesh_Duggal.jpg
Rajesh Khanna,Rajesh Khanna,29 December 1942,,173 cm,88 kg,Black,White,Capricorn,Mumbai_Maharashtra,Indian,B. A.,Hinduism,,Reading Horoscope_Cooking,Married,,,images/Rajesh_Khanna.jpg
Radhika Kumaraswamy,Radhika Kumaraswamy,11 November 1986,,163 cm,55 kg,Brown,Black,Scorpio,Mangalore_Karnataka_India,Indian,,Hinduism,,Travelling_Shopping_Dancing,Married ,,₹49 crore (as in 2014),images/Radhika_Kumaraswamy.jpg
Radhika Apte,Radhika Apte,7 September 1985 (Saturday),,158 cm,50 kg,Dark Brown,Black,Virgo,Pune_Maharashtra_India,Indian,"• A Bachelor's degree in Economics and Mathematics ,
• Diploma in Dance Studies",Hinduism,Non-Vegetarian,Reading_Dancing_and Listening to Music,Married,,,images/Radhika_Apte.jpg
Radhika Pandit,Radhika Pandit,7 March 1984 ,, 160 cm, 50 kg,Brown,Black,Pisces,Bangalore_Karnataka_India,Indian,,Hindu,,Reading_painting_watching television,Married,,,images/Radhika_Pandit.jpg
Radha Bhatt,Radha Bhatt,11 September,,160 cm,45 kg,Black,Black,Virgo,Ghaziabad_India,Indian,Post Graduate,Hinduism,,Reading_Travelling_Listening to Music_Photography_Bike Riding,Unmarried,,,images/Radha_Bhatt.jpg
"Priyamani Age,",Priya Vasudev Mani Iyer,4 June 1984 (Monday),,168 cm,,Black,Black,Gemini,Bengaluru_Karnataka_India,Indian,Bachelor of Arts in Psychology,Hinduism,Non-Vegetarian,Listening to Music_Dancing,Married,,,"images/Priyamani_Age,.jpg"
Priyanka Chopra,Priyanka Chopra,18 July 1982,,169 cm,55 kg,Dark Brown,Black,Cancer,Bareilly_Uttar Pradesh_India,Indian,12th standard,Hinduism,,Singing_writing poems_reading_photography,Married,"₹9-10 crore/film,
$4 million/year for TV show (USR)","$32 million,
",images/Priyanka_Chopra.jpg
Preetika Rao,Preetika Rao,29 May 1988,, 165 cm, 51 kg,Brown,Black,Gemini,Mangalore_Karnataka_India,Indian,,Hinduism,,Singing_writing_cooking,Unmarried,,,images/Preetika_Rao.jpg
Raj Kapoor,Raj Kapoor,14 December 1924,,170 cm,85 kg,Hazel,Grey ,Sagittarius,Peshawar (Pakistan) ,Indian,6th Fail,Hinduism,,,Married,,,images/Raj_Kapoor.jpg
Raj Babbar,Raj Babbar,23 June 1952,,173 cm,75 kg,Black,Black,Cancer,Tundla_Uttar Pradesh_India,Indian,Graduate in Theatre from National School of Drama,Hinduism,Non-Vegetarian,Reading_Travelling,Married,"₹50,000 + other incentives",₹20 Crore (as in 2014),images/Raj_Babbar.jpg
Rahul Dev,Rahul Dev,"September 27, 1968",,180 cm,70 kg,Dark Brown,Brown,Libra,New Delhi_India,Indian ,Not Known,Hindu,,Exercising,Widower,Not Known,Not Known,images/Rahul_Dev.jpg
Raghubir Yadav,Raghubir Yadav,"25 June 1957,
",,161 cm,60 kg,Dark Brown,Black,Cancer,Jabalpur_Madhya Pradesh_India,Indian,A Masters Degree in Theatre,Hinduism,,Playing flute,Divorced,1.25 lakh/month (INR),,images/Raghubir_Yadav.jpg
Rahul Bose,Rahul Bose,27 July 1967,,168 cm,61 kg,Dark Brown,Black,Leo,Mumbai_Maharashtra,Indian,Not Known,Hinduism,,Reading_Watching Cricket,Unmarried,,,images/Rahul_Bose.jpg
Raghu Babu,Raghu Babu,24 June 1964,,-178 cm,-85 kg,Brown,Black,Cancer,Ravinuthala_Prakasam District_Andhra Pradesh_India,Indian,,Hinduism,,Travelling,Married,,,images/Raghu_Babu.jpg
